"id","date","user","pc","to","cc","bcc","from","activity","size","attachments","content"
"{M4J8-O4HI51YB-3014YWIE}","01/02/2010 14:00:57","CJK0241","PC-0881","Armando.Lucas.Rivas@dtaa.com","Charde.Janna.Kaufman@dtaa.com","","Charde.Janna.Kaufman@dtaa.com","Send","1712516","C:\G5GKYA4M.doc(31577);C:\7P5QCNCH.pdf(859355);C:\CJK0241\WFBPFD70.doc(797030)","Spicigerae, but rather occur in a clade that is sister (next closest relative) to B. nutans: The earliest known botanical collection of B. verticillata was made by Scottish surgeon and naturalist Archibald Menzies during the visit of the Vancouver Expedition to King George Sound in September and October 1791. Thus it was easy to perceive B. verticillata as falling within the range of variation of this broadly defined species. A more precise date and location cannot be given, as neither Brown nor Good mentions the collection in his diary. This arrangement stood until 1999, when George largely reverted to his 1981 arrangement in his monograph for the Flora of Australia series."
"{H5E9-V5PL81IQ-8238HQKK}","01/02/2010 14:01:38","HCB3101","PC-4319","Honorato.Curran.Burns@dtaa.com","","","Deanna.Colette.Bartlett@dtaa.com","View","26461","","Balzac wrote Louis Lambert during the summer of 1832 while he was staying with friends at the Chateau de Sache, and published three editions with three different titles. Critical reaction was overwhelmingly negative, due mostly to the book's lack of sustaining narrative. When the students take a trip to the nearby Chateau de Rochambeau, for example, Lambert, who has never visited the chateau, nevertheless recalls vivid memories of the place from a dream. During the process, Balzac was aided by a grammarian working as a proofreader, who found ""a thousand errors"" in the text."
"{Q2T7-I5QQ42ZV-4529XTZI}","01/02/2010 14:01:57","HCB3101","PC-4319","Honorato.Curran.Burns@dtaa.com","","","Deanna.Colette.Bartlett@dtaa.com","View","26461","","Balzac wrote Louis Lambert during the summer of 1832 while he was staying with friends at the Chateau de Sache, and published three editions with three different titles. Critical reaction was overwhelmingly negative, due mostly to the book's lack of sustaining narrative. When the students take a trip to the nearby Chateau de Rochambeau, for example, Lambert, who has never visited the chateau, nevertheless recalls vivid memories of the place from a dream. During the process, Balzac was aided by a grammarian working as a proofreader, who found ""a thousand errors"" in the text."
"{M5C4-S3HU04AL-6112VUUU}","01/02/2010 14:02:06","ECH3561","PC-3694","Eagan.Callum.Haley@dtaa.com","","","Kiayada_Sykes@boeing.com","View","46379","","Mary Watts attempted to replicate De Morgan's tile designs at Watts's pottery in Compton but was unable to do so, and investigated other tile manufacturers. Differing numbers of parishioners in each parish led to burial grounds being used at different rates, and by the mid 19th century, the ground level of the St Botolph's Aldersgate churchyard was {convert|6|ft|m} above that of the Christ Church Greyfriars burial ground, and {convert|4|ft|m} above that of the St Leonard, Foster Lane burial ground. Persons also, to the memory of whose relatives any tomb, monument, or inscription may have been erected therein, may (under the like regulations) cause such tomb or grave-stones to be removed and taken away; but such removal, in either case, must be at the expense of the persons causing the same to be done. Consequently, his ceramics business was becoming increasingly unviable financially."
"{W8A7-Z1TH11AZ-5511HULB}","01/02/2010 14:02:12","JMB0141","PC-0100","Joelle.Macey.Black@dtaa.com","","","Cedric.Laith.Gomez@dtaa.com","View","12799","","As such, they depend on trees with fairly large diameters, generally Eucalyptus. Breeding generally takes place from May to September except in the case of the South-eastern subspecies, which nests during summer (December to February). In the late 1990s, Red-tailed Black Cockatoos fetched prices of $1750 in Australia and $8900 (~US$6000) overseas. The binomial combination had already been used by Carolus Linnaeus for the Lesser Vasa Parrot in 1758, and by Johann Friedrich Gmelin for the Palm Cockatoo in 1788; it was thus invalid even though both other species were already known by different names at the time. Until now, most birds in captivity have been of subspecies C. b. banksii and C. b. samueli."
"{K3I5-P6KO48TJ-3622CUMY}","01/02/2010 14:02:44","RSB1940","PC-2297","Renee.Suki.Booker@dtaa.com","","","Latifah_Trevino@hp.com","View","23425","","Since it opened, Brockway Mountain Drive has been recognized nationally and locally in several media outlets for its picturesque qualities, usually in profiles of Keweenaw County, the Upper Peninsula or other scenic drives. The road was constructed by the county road commission, the Works Project Administration (WPA) and the Civilian Conservation Corps (CCC) in 1933. Brockway Mountain was named for David D. Brockway, one of the pioneer residents of the area. It was briefly used as a connection for the parallel state highway after it opened."
"{Y0B4-B5LO20QL-4908FIKP}","01/02/2010 14:03:21","HCB3101","PC-4319","Honorato.Curran.Burns@dtaa.com","","","Emery.Elton.Espinoza@dtaa.com","View","25412","","Balzac wrote Louis Lambert during the summer of 1832 while he was staying with friends at the Chateau de Sache, and published three editions with three different titles. According to him, the Mind and Ideas are the motion and the outcome of our inner organization, just as the Will and Volition are of our external activity."
"{C2M2-P0PU49NC-7056BUAQ}","01/02/2010 14:03:39","HMF3055","PC-2467","Erica.Cynthia.King@dtaa.com;Kelly-Stevens@lockheedmartin.com","Wyoming.Anjolie.Mullins@dtaa.com","","Hashim.Matthew.Finley@dtaa.com","Send","33660","","After having convicted and sentenced to death three witches, Bromley may have been keen to avoid any suspicion of credulity by presenting his ""masterful exposure"" of the evidence presented by Grace Sowerbutts, before turning his attention back to the remainder of the Pendle witches. Jane had been widowed only a few months before her trial for witchcraft in 1612, and had seven children. In contrast, the others tried at the same assizes, who included the Pendle witches, were accused of maleficium{-} causing harm by witchcraft. The case against the three women collapsed ""spectacularly"" when the chief prosecution witness, Grace Sowerbutts, was exposed by the trial judge to be ""the perjuring tool of a Catholic priest""."
"{J4B4-K0VJ79WO-8274GWQC}","01/02/2010 14:03:39","JMB0141","PC-0100","Unity.B.Christian@yahoo.com","Joelle.M.Black@msn.com","","Joelle.M.Black@msn.com","Send","735352","C:\97F9GPFP.doc(671882)","The front part of these teeth, the trigonid, is broader in D. chimaera than in D. major, which is known only from the second and third lower molars. Dermotherium is a genus of fossil mammals closely related to the living colugos, a small group of gliding mammals from Southeast Asia. The two species also differ in the configuration of the inner back corner of the lower molars. The upper molars are triangular teeth bearing a number of distinct small cusps, particularly on the second upper molar, and with wrinkled enamel."
"{B1U2-P3LY25RU-2694HKNV}","01/02/2010 14:03:54","GPA1199","PC-5593","Gregory.Philip.Anthony@dtaa.com","","","Merrill.Jonas.Cash@dtaa.com","View","49367","","The contract for the new bridge was awarded to Messrs Holloway Brothers (London), and work began in 1937. A utilitarian structure made of mismatched materials purchased for cheapness, the response to the new bridge was unenthusiastic; the Illustrated London News remarked at the time of its opening that ""No attempt has been made to produce architectural effect, the structure being substantial rather than ornamental"". The plan for a terminus in Fulham was abandoned, and the line instead turned west at Hammersmith to run over London and South Western Railway tracks to Richmond. Although Wandsworth Town railway station, near the southern end of the bridge, had provided direct connections to central London since 1846, the lack of rail connections opening on the north bank meant the area on the Fulham side remained undeveloped, and bridge usage was low."
"{M3Q4-T4UN01JF-3614WEUK}","01/02/2010 14:04:45","MCJ0755","PC-8294","Yasir.Orson.Wagner@dtaa.com;Aurora.Lois.Maldonado@dtaa.com","","","Marvin.Callum.Juarez@dtaa.com","Send","32574","","These genera also share relatively simple posterolateral palatal pits, perforations of the palate near the third molar. Nothing is known about behavior or diet. The female has four pairs of teats, including one on the chest and three on the belly, and the gall bladder is absent, both important characters of Oryzomyini. They are characterized by strong cusps and absence or reduction of accessory crests. Like its close relatives Lundomys and Holochilus, Pseudoryzomys has spinous processes on its zygomatic plates."
"{U8E9-O8EQ83ZY-0880LAVS}","01/02/2010 14:04:51","HKG1858","PC-5235","Hammett.Kamal.Gilliam@dtaa.com","","","England_Driscoll@harris.com","View","24961","","Many of Balzac's tormented characters were created in the small second-floor bedroom. Five months after his wedding, on 18 August, Balzac died. Their length was not predetermined."
"{V5O2-L9TT22EG-3102QTDK}","01/02/2010 14:04:56","CJK0241","PC-0881","Charde.Janna.Kaufman@dtaa.com","","","KGP43@raytheon.com","View","30134","","By November 2004, Livingstone directly contradicted his earlier stance and said in an interview with BBC London, ""I have always said that during this term [his second term in office] it will go up to at least ?6."" By the end of the month, Livingstone changed his position again, saying in an announcement that, in fact, the rise would be to ?8 for private vehicles and ?7 for commercial traffic. A proposal to implement congestion pricing in New York City was stalled in 2008, as the New York State Assembly decided not to vote on it."
"{Q0T7-P5RV55PX-2908CCTQ}","01/02/2010 14:05:30","ECH3561","PC-3694","Eagan.Callum.Haley@dtaa.com","","","Danielle.Chiquita.Campbell@dtaa.com","View","24092","","The construction of the Utah portion of I-70 is listed as one of the engineering marvels of the Interstate Highway System. The mayor stated that I-70 is a mixed blessing. Utah officials attempted to revert plans to their preferred alternative, but later resigned to construct I-70 on the federally selected route."
"{J9L9-B6ZJ39JV-5211WVEH}","01/02/2010 14:06:23","KAR1594","PC-1773","IRC5@sbcglobal.net;Carolyn_Herrera@hotmail.com","Irma_S_Rice@juno.com;FHM57@hotmail.com","","KAR7@comcast.net","Send","28598","","Baden-Powell was cleared by an inquiry, and later claimed he was ""released without a stain on my character"". In addition, when Olave's sister Auriol Davidson nee Soames died in 1919, Olave and Robert took her three nieces, Christian (1912-1975), Clare (1913-1980), and Yvonne, (1918-1995?), into their family and brought them up as their own children. He frequently travelled disguised as a butterfly collector, incorporating plans of military installations into his drawings of butterfly wings. A wonderful book, with good ideas on education, health, propaganda, organisation etc. - and ideals which Hitler does not practise himself.""{rp|550} Baden-Powell admired Benito Mussolini early in the Italian fascist leader's career."
"{K8C9-X8YS19SW-3120KNCN}","01/02/2010 14:07:01","JMB0141","PC-0100","Joelle.Macey.Black@dtaa.com","","","Cruz.George.Shields@dtaa.com","View","26033","","The jet stream-which tends to weaken in summer-begins to re-strengthen, leading to a quicker changing of weather patterns and an increased variability of temperatures. As this happens much of the Midwest starts to experience severe thunderstorms and tornadoes. Temperatures in the 60s ?F (16 ?C) on the morning of November 11 dropped into the single digits (below -12 ?C) by the morning of November 12, bringing with them {convert|27|in|cm|0} of snow and 60 mph (100 km/h) winds. It is far enough north to experience {convert|-60|?F|?C|0} temperatures and blizzards during the winter months, but far enough south to have {convert|114|?F|?C|0} temperatures and tornado outbreaks in the summer."
"{N2D6-E5ZC45TM-3006LGJI}","01/02/2010 14:07:10","KAR1594","PC-1773","Knox.Allistair.Rodriquez@dtaa.com","","","Branden.Francis.Hardy@dtaa.com","View","13530","","There are pools in the centre of the quadrangles (the one in the lower quadrangle is the longer of the two); the writer Simon Jenkins said that these are ""almost puddles"", and saw them as relics of Harrison's Mediterranean plan. Harrison proposed to build the college on the main site, with the institute on the second site. Dalwood also designed the fountain in the pool in the upper quadrangle, although his plan for a spray of water was not implemented, ""leaving the sculpture with no obvious purpose"". Sir Howard Colvin said that the ""utilitarian function"" of the tower ""accorded ill with its original ornamental purpose"", and that the architects had ""failed to find a satisfactory solution"" to the ""repetitive uniformity of fenestration""."
"{C2G8-V8WC71UJ-5865FGET}","01/02/2010 14:07:11","CJK0241","PC-0881","Danielle.Chiquita.Campbell@dtaa.com;Rahim.Armando.Cook@dtaa.com;Craig.Garth.Bradley@dtaa.com","Gregory.Reese.Snyder@dtaa.com;Karly.Linda.Lowe@dtaa.com","Charde.Janna.Kaufman@dtaa.com","Charde.Janna.Kaufman@dtaa.com","Send","48503","","The invasion force amounted to approximately 24,600 officers and enlisted men. The battlecruisers left the Jade Estuary at 10:55, and the rest of the High Seas Fleet followed at 13:40. The III Battle Squadron was the first of three battleship units; directly astern were the {Sclass|Kaiser|battleship|1}s of the VI Division, III Battle Squadron."
"{B2M6-I1RN70QE-2155THLD}","01/02/2010 14:07:23","KAR1594","PC-1773","Nell_G_Wooten@optonline.net","","","KAR7@comcast.net","Send","23835","","Of the entire volcanic field, the southern portion has the most known volcanoes. These areas are adjacent to Canada's populated southwest corner where the population of British Columbia is the greatest."
"{R3A2-V6RX57UP-2000VDWQ}","01/02/2010 14:07:50","KAR1594","PC-1773","Knox.Allistair.Rodriquez@dtaa.com","","","Justina_J_Weber@raytheon.com","View","14449","","Her arrival sparked international interest, as many sources mused that the two bears (although sexually immature) would soon be ""dating"". Children protested outside the zoo, and e-mails and letters expressing sympathy for the cub's life were sent from around the world. Zookeepers rescued the cubs by scooping them out of the enclosure with an extended fishing net, but Knut's brother died of an infection four days later. The Zoo denied such claims."
"{T2G7-H5RE51OQ-7697YOJO}","01/02/2010 14:07:57","IFG0414","PC-5569","Ingrid.Florence.Green@dtaa.com","","","Skyler.Clayton@lockheedmartin.com","View","60176","","Calgary has always been one of the smallest markets in the league (it is currently third-smallest, behind only Edmonton and Winnipeg) and the NHL's small-market Canadian teams found it increasingly difficult to compete in the new environment. In announcing the venture, Flames' President and CEO Ken King stated: ""While hockey remains our core competency, we are constantly seeking new opportunities in which to grow the Flames brand and allow our fans greater opportunities to enjoy hockey."
"{Z6F6-O2BC66JQ-9699GXIP}","01/02/2010 14:08:00","GCM1217","PC-9728","Griffin.Colton.Mcmillan@dtaa.com","","","Asher.Prescott.Freeman@dtaa.com","View","28882","","In April, 3rd Battalion participated in a series of bloody engagements near Khe Sanh known as the Hill fights. Task Force Military Police was a support unit fulfilling security responsibilities in Anbar Province, including conducting convoy security missions and detainee releases, running regional detention facilities, and also managing the military working dogs in Anbar Province."
"{X0D1-Y5ZT24HG-8404MEZB}","01/02/2010 14:08:10","GCM1217","PC-9728","Phillip_Hanson@hotmail.com;JEE8623@charter.net","Audrey.O.Russell@hotmail.com","","GCM87@sbcglobal.net","Send","21233","","In 1900, there were few adequate roads and automobiles were not yet practical. Ultimately the ""Great White Way"" project failed, and Harvey blamed the community of Rogers for lack of support."
"{H0R3-C9KU27FF-2433AWKB}","01/02/2010 14:08:16","KAR1594","PC-1773","Knox.Allistair.Rodriquez@dtaa.com","","","Freya_L_Morgan@northropgrumman.com","View","21997","","""I did not know anything about [the proposed talks] until that time."" He has received many awards from NASA, including three Group Achievement Awards, two Exceptional Service Medals and three Distinguished Service Medals."
"{G3H8-O4NM54IP-5253DTYJ}","01/02/2010 14:08:25","RAC2950","PC-0671","Randall.Alden.Chambers@dtaa.com","","","Patton_Heather@hp.com","View","28601","","Within this range, only 96Nb, 101Nb, and 103Nb do not have isomers. Adding niobium to the steel causes the formation of niobium carbide and niobium nitride within the structure of the steel. The short and long term exposure to niobates and niobium chloride, two chemicals that are water soluble, have been tested in rats."
"{V9X6-D9NQ10QN-7397GFOU}","01/02/2010 14:08:30","KAR1594","PC-1773","Diana.H.Carrillo@juno.com;TKH1@hotmail.com;Miles-Palmer@verizon.net","Alea_Compton@aol.com","","KAR7@comcast.net","Send","19937","","Andesite at Slag Hill consists of 70% dark brown volcanic glass with varied degrees of trachytic texture in the plagioclastic matrix and less than 5% of the andesite comprises vesicular textures. At some point the subsurface magma will produce phreatic eruptions and lahars. To the north, two volcanoes form a sparse area of volcanism. The sixth lava dome, Ember Ridge Northeast, was discovered by Ph.D. student Melanie Kelman during a period of research in 2001."
"{D9P1-C0NN33XS-7234HTJK}","01/02/2010 14:08:43","RAC2950","PC-0671","Blair.Jessica.Richards@dtaa.com","","Randall.Alden.Chambers@dtaa.com","Randall.Alden.Chambers@dtaa.com","Send","2720133","C:\89ySym0\J5XP6W8O.txt(1273902);C:\HEW1SB1P.pdf(1405350)","Dark film noir and expressionist lighting is used in several scenes, particularly towards the end of the picture. Originally, the opposing piece for this iconic sequence was to be the ""Horst Wessel Lied"", a Nazi anthem, but this was still under international copyright in non-Allied countries. The opening bars of the ""Deutschlandlied"", the national anthem of Germany, is featured throughout the score as a motif to represent the Germans, much as ""La Marseillaise"" is used to represent the Allies. The German citizens among them nevertheless had to keep curfew as enemy aliens."
"{H8M0-F3CZ33YV-2941FXCT}","01/02/2010 14:09:57","DVA0539","PC-2539","Derek.Vance.Alford@dtaa.com","","","Freeman-Clinton@harris.com","View","11694","","Spores have a germ pore, a flattened area in the center of the spore surface through which a germ tube may emerge. It is considered ideal for omelettes, and as a flavor for sauces, although it is ""a very delicate species easily spoiled by overcooking""."
"{R6I4-F3PD04MT-6812ZZRD}","01/02/2010 14:09:57","HKG1858","PC-5235","Scott.Christopher.Blankenship@dtaa.com;Guinevere.Shafira.Dillard@dtaa.com;Quentin.Amal.Nash@dtaa.com","Regan.Dacey.Wise@dtaa.com","","Hammett.Kamal.Gilliam@dtaa.com","Send","47202","","Several aircraft carrying tents, blankets, and kerosene stoves from European and Arab countries arrived in Mashad on May 14. An additional 80 tons of supplies were sent by the Iranian government to Mashhad, from where the relief efforts were being coordinated. The United Nations have prepared a Common Country Assessment for Iran, which likewise states that, ""While adequate building regulations exist for large cities, it is generally believed that they are not rigorously adhered to... most of those who have suffered in recent major earthquakes have lived in small towns and villages. The study recommended regulations to govern the construction of traditional arches and domes. Iran experiences regular earthquakes, with 200 reported in 1996 alone."
"{H4V0-G3PK81TA-2707MFGF}","01/02/2010 14:10:07","IFG0414","PC-5569","Ingrid.Florence.Green@dtaa.com","","","Hollee.R.Mathews@northropgrumman.com","View","23422","","Many readers took the lyrics out of context, and New Orleans' then-Fox affiliate, WNOL-TV (then-owned by musician Quincy Jones; the Fox affiliation for the area later moved to WVUE), received about one hundred complaints on the day the episode aired. Since then, the show has submitted episodes in the animation category and has won seven times. He collects Maggie, and he and his children go to watch the musical. Maggie and the other babies later engage in a Great Escape-style attempt to retrieve their pacifiers, but Ms. Sinclair thwarts their efforts and sends Maggie to ""The Box"" (a playpen)."
"{A2I9-T7OC74QM-0929AGJA}","01/02/2010 14:10:12","IFG0414","PC-5569","Baker.Jordan.Blair@dtaa.com;Philip.Lance.Gilbert@dtaa.com","Zelda.Teegan.Lewis@dtaa.com","Ingrid.Florence.Green@dtaa.com","Ingrid.Florence.Green@dtaa.com","Send","24409","","Declared to be ""recovered"", Trott was discharged after spending 400 days at Kew Asylum. But alas! In a Sheffield Shield match that followed, the Trotts extricated Victoria from a difficult situation."
"{C0T9-O6NX67MQ-7304RYQH}","01/02/2010 14:10:21","HCB3101","PC-4319","Hiroko.Calista.Wilder@dtaa.com","Honorato.Curran.Burns@dtaa.com","","Honorato.Curran.Burns@dtaa.com","Send","47247","","As a student at the College de Vendome, Balzac was friends with a boy named Louis-Lambert Tinant. The narrator invokes Mesmer twice in the text, and describes a section of the Traite de la Volonte which reflects the animal-magnetic theory. The narrator visits his old friend at the Villenoix chateau, where the decrepit Lambert says only: ""The angels are white."" Because the novel does not employ the same sort of realism for which Balzac became famous, it has been called one of ""the most diffuse and least valuable of his works""."
"{T3M4-L0WK34VP-0358WMRH}","01/02/2010 14:10:58","ZNS0727","PC-7935","LNC686@hotmail.com;Galena_E_Benjamin@msn.com","Carol.H.Merrill@charter.net","","ZNS27@gmail.com","Send","22298","","Al-Bukhari lists Meccan losses as seventy dead and seventy captured. Muhammad accepted this decision and moved right away. Multiple hadiths refer to this incident, which was apparently a major cause for outrage among the Quraish of Mecca. When Muhammad responded in the latter, Hubab suggested that the Muslims occupy the well closest to the Quraishi army, and block off the other ones. A contingent of Banu Hashim, hesitant to fight their own clansmen, also left with them."
"{O9T6-F6AO07CN-2508NGYD}","01/02/2010 14:11:33","IFG0414","PC-5569","Ingrid.Florence.Green@dtaa.com","","","Aiko.Lucy.Lott@dtaa.com","View","26769","","None of the Indians recruited by these men reached Montreal until well after the Americans had left the city. The terms of the agreement required the Americans to release an equal number of British prisoners. Leaving some of the prisoners there, he advanced on May 23 to Fort Senneville, a fortified works located on the southwest tip of Montreal island that was owned by Montigny."
"{K7U7-I4BR33MQ-2214EHRV}","01/02/2010 14:11:46","ECH3561","PC-3694","Eagan.Callum.Haley@dtaa.com","","","Dana_A_Weeks@harris.com","View","27784","","Its association with (and location within) that ward was reaffirmed in the most recent boundary review that took place in 2010; the ward boundary will be drawn around the southern edge of the park upon boundary changes effected in 2013. Henry Fitzalan-Howard, the Postmaster-General, persuaded the Government to contribute ?5,000 towards the cost, and the clergy of St Botolph's Aldersgate launched an appeal in The Times for the remaining funds."
"{I1X7-V7ZE40MJ-2976WDQP}","01/02/2010 14:12:01","JDA2296","PC-2204","Janna.Dora.Armstrong@dtaa.com","","","Blevins-August@lockheedmartin.com","View","26670","","In Britain, musical comedian Mitch Benn has performed four songs about Knut for BBC Radio 4 satirical series The Now Show: ""The Baby Bear Must DIE!"", ""Knut Isn't Cute Anymore"", ""Goodbye Knut"" and ""Panda in Berlin"". On 23 March 2007, Knut was presented to the public for the first time."
"{M5T8-B7DS32UJ-7586TUNV}","01/02/2010 14:12:58","GCM1217","PC-9728","Griffin.Colton.Mcmillan@dtaa.com","","","Ashely_A_Winters@northropgrumman.com","View","52617","","In 2003, Stardock released a remake of Galactic Civilizations, which was praised by reviewers who saw the game as a replacement for the Master of Orion series. Early 4X games were influenced by board games and text-based computer games from the 1970s. Since then, others have adopted the term to describe games of similar scope and design.'''"
"{Q3G9-M2VZ69NU-8437NDPG}","01/02/2010 14:13:04","JDA2296","PC-2204","Logan.Christopher.Winters@dtaa.com","Janna.Dora.Armstrong@dtaa.com","","Janna.Dora.Armstrong@dtaa.com","Send","21272","","This is considered a license of the role, and the orchestra will accompany the Chou actor even as he bursts into an unscripted folk song. One of Mei Lanfang's most important contributions to Peking opera was in pioneering a sixth type of role, the huashan. With such a large number of plays, it is not surprising that many different classification systems have been used over time to sort them. Both musical styles have a standard meter of two beats per bar."
"{M8S7-A1RH06UW-2627YBWJ}","01/02/2010 14:13:39","RAC2950","PC-0671","Randall.Alden.Chambers@dtaa.com","","","Zephania.Declan.Cunningham@dtaa.com","View","27356","","After the fruit body matures and begins to dry out, the lower part of the peridium begin to rip, usually starting from small longitudinal slits near where the peridium attaches to the top of the stem. The torn peridium exposes the internal gleba. One popular field guide to North American mushrooms suggests they are edible when they are young, and have a pleasant odor and mild taste. These adaptations include: a cap that does not expand (thus conserving moisture); dark-colored gills that do not forcibly eject spores (a mechanism known to depend on turgor pressure achievable only in sufficiently hydrated environments); and a partial veil that remains on the fruit body long after it has matured."
"{H6N5-Y7KU08VE-5203RLPO}","01/02/2010 14:13:59","IFG0414","PC-5569","Ingrid.Florence.Green@dtaa.com","","","DMG4313@northropgrumman.com","View","60321","","They fought for about 40 minutes before Sherburne, believing he was being attacked by a much larger force, surrendered. In a breach of etiquette, the letter containing the repudiation was delivered to Lieutenant General John Burgoyne, instead of the British commander-in-chief and governor of the province, Guy Carleton."
"{M6O5-X1MU99IX-6709YCLN}","01/02/2010 14:13:59","RAC2950","PC-0671","Randall.Alden.Chambers@dtaa.com","","","Felicia_Kramer@hp.com","View","20540","","In the case of Umayyah, his former slave Bilal was so intent on killing him that his companions even stabbed one of the Muslims guarding Umayyah. As Paul K. Davis sums up, ""Mohammed's victory confirmed his authority as leader of Islam; by impressing local tribes that joined him, the expansion of Islam began."" This would be 15%-16% of the Quraishi army, unless the actual number of Meccan troops present at Badr was significantly lower, in which case the percentage of troops lost would have been higher."
"{A0K3-N9TG43ZX-3609ILSB}","01/02/2010 14:14:24","IFG0414","PC-5569","Calista.Briar.Washington@dtaa.com","Ingrid.Florence.Green@dtaa.com","","Ingrid.Florence.Green@dtaa.com","Send","1418327","C:\6I8AOXRK.doc(1133969);C:\IFG0414\AM6U06DV.doc(256123)","Previous winners have included Chris Kraft and Neil Armstrong. His first assignment was with the Control Center Simulation Group, which planned the simulations used to train both flight controllers and astronauts for the as-yet unknown experience of manned spaceflight. Lunney worked both in Mission Control and at remote sites; during the flight of John Glenn, America's first orbital spaceflight, he was serving as the FIDO in Bermuda. However, when Kraft retired in 1982, former Apollo flight director Gerry Griffin was offered the position instead. He has received numerous awards for his work, including the National Space Trophy, which he was given by the Rotary Club in 2005."
"{Y9M9-I3BD55BG-0147QACV}","01/02/2010 14:14:27","KDS1750","PC-1539","Keith.Dominic.Stewart@dtaa.com","","","KLW5@northropgrumman.com","View","37684","","However, not all specimens form this receptacle, leading to possible confusion with other Geastrum species. One author states it is commonly found under beech trees."
"{F8K5-O7RF19LA-4638RRNQ}","01/02/2010 14:14:33","ECH3561","PC-3694","Solomon.Kermit.Richmond@dtaa.com","","","Eagan.Callum.Haley@dtaa.com","Send","3352248","C:\59FcV81\HIPHCQOQ.exe(1946587);C:\28H34g6\7NAENGWO.doc(1378320)","After the war, the V-strip design reverted to the original blue that had been present in the original jerseys, and the single red and white stripes around the shirt's chest were incorporated with a single white stripe surrounded by a red stripe on either side. Other clubs occasionally sported simple designs on their strip; however, this was not seen consistently on all jerseys until the 1950s and 1960s. Ivan Cleary scored 284 points in 1998, which at the time was an all-time points scoring record in a season. The Roosters led 8-6 at half time but were overrun in the second half. The official team is listed below along with their Sydney Roosters cap number."
"{V8O0-H4JJ76WU-5722RFPL}","01/02/2010 14:15:12","NNW0216","PC-0052","Barry-Drake@yahoo.com","Montgomery-Colby@optonline.net","","Naomi.N.Whitehead@bellsouth.net","Send","20124","","Carucage was levied just six times: by Richard in 1194 and 1198; John, his brother and successor, in 1200; and John's son, Henry III, in 1217, 1220, and 1224, after which it was replaced by taxes on income and personal property. The time frame of the 1220 carucage collection was quite short; the orders for the assessments to be made were issued in August, but required the tax to be collected by Michaelmas in late September. The 1217 carucage was only paid by laymen; the clergy made a donation in lieu of being taxed."
"{B8V1-W3SD83PF-1242NZTW}","01/02/2010 14:15:20","MUH3313","PC-5147","Halee.Kalia.Salazar@dtaa.com;Noah.Cody.Booker@dtaa.com","Ginger.Teagan.Gardner@dtaa.com","Michael.Uriah.Harris@dtaa.com","Michael.Uriah.Harris@dtaa.com","Send","13416","","The U.S. production model has a different butt from that of the regular Minimi. Soldiers were requesting replacements and new features, and there are reports of soldiers holding their weapons together with duct tape. Because the M14 and M16 rifles had not been designed with sustained automatic fire in mind, they often overheated or jammed. The Army decided that an individual machine gun, lighter than the M60, but with more firepower than the M16, would be advantageous; troops would no longer have to rely on rifles for automatic fire. With plans to buy up to 4,100 IARs to complement and partially replace its 10,000 M249s (of which 8,000 will remain in service) held at platoon level, it has acquired 450 of the Heckler & Koch HK416-based weapons for testing."
"{U3V5-G9WV94DB-3310GUZL}","01/02/2010 14:16:00","MKH0627","PC-2291","Nora.Meghan.Velazquez@dtaa.com","Matthew.Kasimir.Hardy@dtaa.com","","Matthew.Kasimir.Hardy@dtaa.com","Send","832491","C:\81N9617\8JKNGWH5.doc(817854)","He addressed Congress when it reconvened on December 6, 1923, giving a speech that echoed many of Harding's themes, including immigration restriction and the need for the government to arbitrate the coal strikes then ongoing in Pennsylvania. Without cracking a smile and with his usual seriousness, Calvin answered, ""No, but I find it mighty handy."" Coolidge's great-great-grandfather, also named John Coolidge, was an American military officer in the Revolutionary War and one of the first selectmen of the town of Plymouth Notch."
"{I0D4-V9JP49DS-2044ZVMD}","01/02/2010 14:16:04","NNW0216","PC-0052","Naomi.Nicole.Whitehead@dtaa.com","","","Ivana.Z.Middleton@boeing.com","View","27170","","The play opened at the Trafalgar Studios in September 2005 and his role as Socrates gained mixed reviews. The writer and director Mark Aldridge scripted the character of Peter with Nesbitt in mind to play him. In 2002, a Sunday tabloid published an interview with a legal secretary who claimed to have had a two-month affair with Nesbitt."
"{L5Y0-E2FS94DR-2949AGDJ}","01/02/2010 14:16:11","RAC2950","PC-0671","Blair.Jessica.Richards@dtaa.com;Randall.Macon.Ryan@dtaa.com;William.Reece.Clayton@dtaa.com","Chelsea.Holly.Talley@dtaa.com;Randall.Alden.Chambers@dtaa.com","","Randall.Alden.Chambers@dtaa.com","Send","43310","","Ebert opined that Citizen Kane is generally considered to be a ""greater"" film but Casablanca is more loved. It went into general release on January 23, 1943, to take advantage of the Casablanca conference, a high-level meeting between Churchill and Roosevelt in the city."
"{O2C8-O1CK08NN-2202HHLK}","01/02/2010 14:16:23","ECH3561","PC-3694","Eagan.Callum.Haley@dtaa.com","","","Dakota.Fallon.Donovan@dtaa.com","View","21767","","Almirante Latorre ended up in the Bay of Tongoi with {Ship|Chilean cruiser|Blanca Encalada||2}. Almirante Latorre was placed in reserve for a time in the 1930s because of the Great Depression, but she was in good enough condition to receive interest from the United States after the attack on Pearl Harbor."
